自增ID,事件ID,追踪ID,发生时间,操作人ID,操作动作,资源类型,资源ID,摘要,outcome,错误码
1255,2e061cc1-ffc2-499c-bd0d-0bdbc8048493,c38388e0-68c6-4479-acee-037ae5d35a3e,2026-06-13T08:03:21.736470Z,knowledge-governor,EXECUTE,authorization,c38388e0-68c6-4479-acee-037ae5d35a3e,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1253,c15e543d-52b9-450a-a9b5-a176e680e40d,4d8ff639-c95e-433c-a713-4880d62ac4db,2026-06-13T08:03:12.271727Z,knowledge-governor,CREATE,pathway_template,pt-69a3aabb-5157-4a7c-b293-ce027a5741c6,创建路径模板 PATH.ED.DISPOSITION,SUCCESS,
1252,627aef93-6400-433f-bc2e-be51d30eb5da,27090952-f1f8-487e-9b14-a2bfb63bef86,2026-06-13T08:03:10.011200Z,knowledge-governor,EXECUTE,authorization,27090952-f1f8-487e-9b14-a2bfb63bef86,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1251,c507bd18-e3f1-4bd0-92a0-38abb5183cc9,c78a1fa5-1181-449a-a083-451e0749d4c4,2026-06-13T08:03:08.922624Z,knowledge-governor,EXECUTE,authorization,c78a1fa5-1181-449a-a083-451e0749d4c4,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1246,6f73256e-14d5-418f-a414-eb93a8a3ea97,8d11cfc6-63e8-446e-8411-c14ce80399ba,2026-06-13T08:01:42.867132Z,knowledge-governor,EXECUTE,authorization,8d11cfc6-63e8-446e-8411-c14ce80399ba,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1245,c8bb6a9d-7875-4dff-9902-7cd45415ca7f,bd338b44-b512-40f2-8b43-117a071b90e9,2026-06-13T08:01:41.781885Z,knowledge-governor,EXECUTE,authorization,bd338b44-b512-40f2-8b43-117a071b90e9,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1240,766b1a01-ae11-4113-a823-71e5ebcc98e1,d052ac9b-d536-4e7d-9d23-40cccd8c9281,2026-06-13T08:00:20.164204Z,knowledge-governor,EXECUTE,authorization,d052ac9b-d536-4e7d-9d23-40cccd8c9281,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1239,b17b41c7-f75b-4024-969f-e87c74c56c69,030ac38c-5a9d-493d-969a-cb6d22adced2,2026-06-13T08:00:19.077620Z,knowledge-governor,EXECUTE,authorization,030ac38c-5a9d-493d-969a-cb6d22adced2,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1237,fa0cca8a-b2b8-4fbe-8019-b7e8d6249669,7f166386-79f0-41cc-8fe6-e42d7915a957,2026-06-13T08:00:10.124550Z,knowledge-governor,CREATE,knowledge_package,92a9aa17-1be5-4846-bdd8-d71df415edd2,构建路径知识包草稿: 急诊处置路径知识包 (2026.06.1),SUCCESS,
1235,11698c07-07c7-4450-a15e-e80475b2e4c5,p5-act5-snap-ed-1781337602030,2026-06-13T08:00:02.276769Z,integration-operator,CREATE,context_snapshot,ctx-fdbb4c9d-e85c-4b46-ad3c-0304baa3a23e,创建标准上下文 quality=VALID patient=P5-ACT5-ED-001,SUCCESS,
1224,ed6e8fb1-4726-42ad-9198-bddaad5962e9,b34aafc6-51e9-4581-92ac-e59c3ef5122b,2026-06-13T06:26:43.832118Z,knowledge-governor,EXECUTE,rule_execution,rex-7c13e3f9-419b-40d8-84cb-d1f58fdc8422,执行规则 rule-95d0454a-fe4a-4e80-938a-45a3744bde98,SUCCESS,
1217,1fd912db-4503-4f2f-9c72-b650dc4a81fd,7dd51877-3674-4577-978e-a4a708799c35,2026-06-13T06:24:01.285112Z,organization-admin,PUBLISH,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理推进至 FULL,SUCCESS,
1204,1ee4cede-be89-45a7-a2ff-d682792b4730,b81423f1-e3e0-4ac6-bbbe-44e658ec179b,2026-06-13T05:13:36.866343Z,organization-admin,PUBLISH,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理推进至 CANARY,SUCCESS,
1200,2fd85a1c-660f-4728-a6de-4807ef9b4c7d,96a43eb3-0c19-4df9-a4d1-0ff358d4b363,2026-06-13T05:12:55.219014Z,organization-admin,PUBLISH,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理推进至 SHADOW,SUCCESS,
1185,16482247-a283-46c4-a535-339f7b164fac,d23dcdbb-6365-4b22-ab29-5c9708dd12c7,2026-06-13T04:28:19.231564Z,quality-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理签署 COMMITTEE / APPROVED,SUCCESS,
1175,e0ac53af-0d20-4f24-a778-7514a3326cde,04f17337-67fa-4e2b-9013-a1b15f49d12a,2026-06-13T03:53:21.970737Z,clinical-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理签署 COMMITTEE / APPROVED,SUCCESS,
1171,c9ef25b8-27b7-4614-a675-e956dda3b531,287b9c53-b536-4d21-a0d7-0bdf32594503,2026-06-13T03:52:40.137183Z,clinical-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理签署 PEER_REVIEW / APPROVED,SUCCESS,
1167,e35dacd3-a2e8-45db-89d1-02eba9e5f8bc,380ecca1-c3f6-474d-9d4a-6d4c69530e42,2026-06-13T03:51:58.081142Z,knowledge-governor,PUBLISH,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,规则治理推进至 PEER_REVIEW,SUCCESS,
1164,ed4eb85a-0746-41b0-93d1-50d0d70ca531,a5eb2875-817f-4bfb-ba95-5eb71d005541,2026-06-13T03:51:27.839974Z,knowledge-governor,EXECUTE,rule_execution,rex-53e3c31c-9912-4abe-8ee7-04377c3f685e,执行规则 rule-95d0454a-fe4a-4e80-938a-45a3744bde98,SUCCESS,
1162,bc52ada6-3de3-4407-81bc-7b033e9a713d,e157ac2a-ced4-4c87-ab58-6fbeac2befdd,2026-06-13T03:50:58.883201Z,knowledge-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,新增规则测试用例 rtc-1b3ac0ea-d4fd-4c83-b950-e7f972aaa310,SUCCESS,
1161,2fb14c5a-870d-414f-a49c-26e9fc101918,8091cee3-a7cd-4df7-985f-4ca7f937fe97,2026-06-13T03:50:52.253037Z,knowledge-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,新增规则测试用例 rtc-90cbe6d5-9284-4b89-aa1a-e62d9a8f5a5c,SUCCESS,
1160,e5828b15-321a-44c3-b9fd-db99ecce60a3,7f1dd4c4-d08a-4b12-9f4b-d6b646c1aa25,2026-06-13T03:50:46.144026Z,knowledge-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,新增规则测试用例 rtc-8af7c04f-7385-4b04-935d-f658ccc807ba,SUCCESS,
1159,75031043-fc7d-42c7-91ce-0f0c558fcc41,f0eaf9cd-2e7e-498e-9e48-cbefdadcc022,2026-06-13T03:50:37.315390Z,knowledge-governor,UPDATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,新增规则测试用例 rtc-89cc5f81-bc31-48af-9bb4-9bc7e7b5f2f7,SUCCESS,
1156,f82b4dda-317f-4e29-9c3c-50e4a5820b12,63fced57-3a75-4024-9fe1-41085a647a48,2026-06-13T03:49:50.194978Z,knowledge-governor,CREATE,rule_definition,rule-95d0454a-fe4a-4e80-938a-45a3744bde98,创建规则 P5.ACT4.CRITICAL.K,SUCCESS,
1155,3c507c2d-b2df-4d37-9757-313dfbcf04b5,63fced57-3a75-4024-9fe1-41085a647a48,2026-06-13T03:49:50.195841Z,knowledge-governor,CREATE,mk_engine_rule_parameter_binding,rv-97b94b1e-b4fd-4e7d-8866-f8843ce85320,保存规则参数绑定 3 项,SUCCESS,
1153,2cd5cf09-451a-480c-a90e-272918d02320,p5-act4-snap-CONFLICT-1781322563710,2026-06-13T03:49:23.768471Z,integration-operator,CREATE,context_snapshot,ctx-97de9b9c-6f9c-4f7f-b3fd-e58b473fd7c9,创建标准上下文 quality=VALID patient=P5-ACT4-NA-CFL,SUCCESS,
1152,76253230-ccf7-4c75-81eb-105b7f8b0d13,p5-act4-snap-NEGATIVE-1781322563605,2026-06-13T03:49:23.672729Z,integration-operator,CREATE,context_snapshot,ctx-dc4f0784-a5ee-4cf0-baed-ef98cca8a100,创建标准上下文 quality=VALID patient=P5-ACT4-K-NEG,SUCCESS,
1151,829d156a-0f0f-4448-9b6d-216fabc0b010,p5-act4-snap-BOUNDARY-1781322563164,2026-06-13T03:49:23.534911Z,integration-operator,CREATE,context_snapshot,ctx-2ff046f9-8b16-4195-93ed-895963b5174b,创建标准上下文 quality=VALID patient=P5-ACT4-K-BND,SUCCESS,
1150,7232aa1e-2b20-4f92-a08a-5ee3b173994b,p5-act4-snap-POSITIVE-1781322562860,2026-06-13T03:49:23.092791Z,integration-operator,CREATE,context_snapshot,ctx-91d759b7-4db8-48ba-8b0f-65b743027755,创建标准上下文 quality=VALID patient=P5-ACT4-K-POS,SUCCESS,
1145,44b4ed72-67a7-469d-a851-47190a9473fd,p5-act4-seed-1781319094882,2026-06-13T02:51:35.007950Z,diagnostic-service-user,EXECUTE,authorization,p5-act4-seed-1781319094882,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1121,0ceddc92-f0f9-4cca-8fa5-c579dd3945d7,c6797364-cf1d-428b-b4cb-53a8bab58da7,2026-06-13T01:24:31.773410Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1118,97b73b2f-33f0-430b-9180-1016260d7bc6,b5ad4ec5-1af6-4974-872b-deebbc34b38b,2026-06-13T01:22:23.813528Z,organization-admin,PUBLISH,knowledge_package,72050f03-a187-4353-bd83-449ae1e72f24,知识包发布并同步全量成功: P5 检验与诊断字典映射包 (2026.06.1),SUCCESS,
1115,f0edf26f-acbe-440f-848b-9c2fce1d1710,74f0f7bd-6098-4c6f-b580-97d276d7ce43,2026-06-13T01:22:12.374169Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1111,f18a5e17-29e2-4af7-bac8-f8357b39f44e,174fe2e5-dc85-48b8-ad85-cd428711a5c1,2026-06-13T01:20:24.560231Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1108,dee6ad9d-6c50-4184-a372-10df7137cbb4,0228967b-38c0-483e-ab0e-a443f66fb2d8,2026-06-13T01:19:08.369694Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1105,3271aaf3-f14b-4428-86f3-04b89d3ecbb0,7f03d788-c8ac-4da0-a955-cb44961922d7,2026-06-13T01:17:50.655568Z,knowledge-governor,PUBLISH,knowledge_package,72050f03-a187-4353-bd83-449ae1e72f24,"知识包发布计划执行完成, 策略为: GRAYSCALE, 作用域为: FACILITY, 状态为: SUCCESS",SUCCESS,
1103,698da7d7-a832-44ef-bef0-f5267c630e39,6b342f0f-55cd-45d3-aaf6-417bdf99689a,2026-06-13T01:17:38.694568Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1100,a9e42edd-64d1-4a04-8191-9196a89e012a,8d71727e-9fb1-41cb-9fd2-6df8f7135af3,2026-06-13T01:16:57.344116Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1097,12edcd65-2c6c-4940-bf56-9878772f83b4,ed09d542-02d1-4098-8c11-71e92cbe222c,2026-06-13T00:30:24.485584Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1095,649c0775-48e0-4879-83ee-407463e3581c,2a3133db-1203-4f9c-8e2d-eb2329ba0cff,2026-06-13T00:28:33.428335Z,knowledge-governor,EXECUTE,authorization,2a3133db-1203-4f9c-8e2d-eb2329ba0cff,权限拒绝：当前用户无权执行该操作,FAILED,PERMISSION_DENIED
1093,eb4a6816-650f-4e34-b171-54bb63196b71,d958cff0-ed8e-441d-b475-7917c837201c,2026-06-13T00:27:02.100051Z,knowledge-governor,CREATE,knowledge_package,72050f03-a187-4353-bd83-449ae1e72f24,构建术语知识包草稿: P5 检验与诊断字典映射包 (2026.06.1),SUCCESS,
1091,a1be1908-03c1-4d9d-95ad-e5954eb32c23,b4de2770-bf72-4958-a5c9-5329fb8bad82,2026-06-13T00:26:51.941112Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1087,5db1bef8-dcaa-42b3-ae92-47a4c00ec7c3,992d9415-a224-4715-90bf-001be6671cdb,2026-06-13T00:25:06.219258Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1084,c7503384-31e9-434b-a027-3339cf3945d6,aaaa8276-3649-4139-b9b5-307a0110ee5a,2026-06-13T00:23:44.510969Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1081,af807928-2c99-4b54-9931-825be539aea5,e85ed906-412c-4b29-9a87-e4edd0560ac2,2026-06-13T00:22:27.656197Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1078,46e262d9-d06a-4b7d-affd-1de25bf1a37c,f9b0392f-6f6e-4a3e-9fab-ea6918d2b2e1,2026-06-13T00:20:49.670665Z,integration-operator,EXECUTE,integration_adapter,p5-his-gateway,适配器健康检查完成，状态: HEALTHY,SUCCESS,
1077,ddbd2913-a566-457d-aee4-0e90c47fa06a,5e1b1db8-d8d4-4c29-b6f1-f75cb90bb62c,2026-06-13T00:20:47.661259Z,integration-operator,CREATE,integration_adapter,p5-his-gateway,新建第三方适配器: P5模拟院内HIS网关,SUCCESS,
104,026c6635-647c-47aa-b282-718e3aacb7fa,p5-role-activate-quality-governor-1781266576820-change-password,2026-06-12T12:16:17.204248Z,quality-governor,EXECUTE,platform_credential,quality-governor,自助修改密码成功,SUCCESS,
100,d6a502fb-4796-4ae5-862d-ce500a483b43,p5-role-activate-nursing-collaborator-1781266575725-change-password,2026-06-12T12:16:16.111282Z,nursing-collaborator,EXECUTE,platform_credential,nursing-collaborator,自助修改密码成功,SUCCESS,
96,5a134729-f852-46cd-abf2-826d2c818298,p5-role-activate-medication-safety-user-1781266574625-change-password,2026-06-12T12:16:15.011993Z,medication-safety-user,EXECUTE,platform_credential,medication-safety-user,自助修改密码成功,SUCCESS,
92,7cb062d8-8fe5-4819-807e-3e0b573c3598,p5-role-activate-knowledge-governor-1781266572983-change-password,2026-06-12T12:16:13.376650Z,knowledge-governor,EXECUTE,platform_credential,knowledge-governor,自助修改密码成功,SUCCESS,
88,92e87c84-6321-420e-abb7-6d27a25ca5ba,p5-role-activate-integration-operator-1781266571460-change-password,2026-06-12T12:16:11.860067Z,integration-operator,EXECUTE,platform_credential,integration-operator,自助修改密码成功,SUCCESS,
84,940d721a-21a0-47a6-94e7-0ddd8e6337b2,p5-role-activate-implementation-operator-1781266569989-change-password,2026-06-12T12:16:10.372949Z,implementation-operator,EXECUTE,platform_credential,implementation-operator,自助修改密码成功,SUCCESS,
80,78fc3ec2-5999-48be-bb97-5f10b54aac48,p5-role-activate-identity-access-admin-1781266568507-change-password,2026-06-12T12:16:08.894797Z,identity-access-admin,EXECUTE,platform_credential,identity-access-admin,自助修改密码成功,SUCCESS,
76,3667213b-5fd5-4be9-b60b-6a087b672ac2,p5-role-activate-diagnostic-service-user-1781266567335-change-password,2026-06-12T12:16:07.748626Z,diagnostic-service-user,EXECUTE,platform_credential,diagnostic-service-user,自助修改密码成功,SUCCESS,
72,e1ca2875-bd37-4e54-a29d-755fbb6f3fba,p5-role-activate-compliance-auditor-1781266565875-change-password,2026-06-12T12:16:06.270937Z,compliance-auditor,EXECUTE,platform_credential,compliance-auditor,自助修改密码成功,SUCCESS,
68,4f063c5c-d4a3-4d08-b679-c95cad025eaa,p5-role-activate-clinical-governor-1781266564182-change-password,2026-06-12T12:16:04.589580Z,clinical-governor,EXECUTE,platform_credential,clinical-governor,自助修改密码成功,SUCCESS,
64,1e498377-4b33-453b-a41c-86881b0c3b7d,p5-role-activate-clinical-decision-user-1781266563017-change-password,2026-06-12T12:16:03.471681Z,clinical-decision-user,EXECUTE,platform_credential,clinical-decision-user,自助修改密码成功,SUCCESS,
62,39e5300d-76a5-4884-b1f2-e70f350a9c47,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.535052Z,organization-admin,CREATE,mk_identity_person_import_job,pij-01KTXW34JYQM1QNKWRPXBHASNN,提交人员导入，成功=11，失败=0,SUCCESS,
61,116778cc-4c5e-4be5-b086-c7098065b1ff,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.520633Z,organization-admin,CREATE,tenant_user,implementation-operator,创建租户用户 credentialManaged=true,SUCCESS,
60,a924e3a3-ad28-4fba-b9af-5d7f4fbdbfc8,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.530559Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW3679QBPX62CM5A88QV10,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
59,b680626a-bd89-44aa-95d1-bde8a26d7fde,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.434694Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW3649K01EFDQ653BNABKR,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
58,d029e304-01b7-4b62-ad81-1103c0dc3e08,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.524506Z,organization-admin,CREATE,user_role_assignment,implementation-operator,分配用户角色 role=implementation-operator scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
57,3d30876b-e2d8-48ef-844f-8bcc5fd33154,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.520259Z,organization-admin,CREATE,platform_credential,implementation-operator,开通成员 username=implementation-operator role=null,SUCCESS,
56,98bd9a7e-c44c-441d-99f9-e77ee4630dd8,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.422016Z,organization-admin,CREATE,user_role_assignment,integration-operator,分配用户角色 role=integration-operator scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
55,2d8b7a5a-c9ad-42b8-a44a-6a97ad92da42,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.414275Z,organization-admin,CREATE,platform_credential,integration-operator,开通成员 username=integration-operator role=null,SUCCESS,
54,887e118e-7bc1-43ef-8fb2-561bad18e36e,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.414792Z,organization-admin,CREATE,tenant_user,integration-operator,创建租户用户 credentialManaged=true,SUCCESS,
53,2153fc8e-eb83-4d94-a57b-9ed09e900c0f,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.327758Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW360Y8REDGV422C4VFDT7,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
52,de9a9251-7cd5-4495-8eff-4ce76ab63013,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.320601Z,organization-admin,CREATE,user_role_assignment,compliance-auditor,分配用户角色 role=compliance-auditor scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
51,2756e1be-9753-4398-9ea0-cc1e06483286,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.224038Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW35XP6PWCE83NZHB0Z3Z4,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
50,0bdb4247-2984-4005-9358-aff9bf1f0743,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.316053Z,organization-admin,CREATE,tenant_user,compliance-auditor,创建租户用户 credentialManaged=true,SUCCESS,
49,d9823317-a79d-480f-ba19-256714cb13da,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.315689Z,organization-admin,CREATE,platform_credential,compliance-auditor,开通成员 username=compliance-auditor role=null,SUCCESS,
48,6a91bc7b-7e92-49b1-93d0-e67c2571b4ee,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.208712Z,organization-admin,CREATE,user_role_assignment,quality-governor,分配用户角色 role=quality-governor scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
47,ab53c4a1-9126-4da2-888a-338960708212,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.198974Z,organization-admin,CREATE,tenant_user,quality-governor,创建租户用户 credentialManaged=true,SUCCESS,
46,36ebf13c-7851-4f46-9b14-a30a31e51a83,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.198618Z,organization-admin,CREATE,platform_credential,quality-governor,开通成员 username=quality-governor role=null,SUCCESS,
45,a4c04ac5-ef47-4ece-81be-a31e36b4bd18,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.110413Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW35T4S5AG4YKM2RDS2JW3,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
44,f13d1832-4ddd-4fd1-a25a-ada9f5fafa62,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.101172Z,organization-admin,CREATE,user_role_assignment,diagnostic-service-user,分配用户角色 role=diagnostic-service-user scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
43,eb21652d-1181-4803-905f-0ecfbca07de3,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.092721Z,organization-admin,CREATE,tenant_user,diagnostic-service-user,创建租户用户 credentialManaged=true,SUCCESS,
42,10e45908-58ac-4687-b699-5d4f52149ffc,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:47.092366Z,organization-admin,CREATE,platform_credential,diagnostic-service-user,开通成员 username=diagnostic-service-user role=null,SUCCESS,
41,09082f02-5546-4a56-9519-47da982ec8f5,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.994Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW35PGP56QMCD11B62ZHWS,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
40,05396e81-4eb4-4730-887b-abf7c77979a0,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.986904Z,organization-admin,CREATE,user_role_assignment,medication-safety-user,分配用户角色 role=medication-safety-user scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
39,5ee323c6-22e5-4810-926e-24061c5a9413,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.888276Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW35K6YY02QHXBBXB8HMEX,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
38,e9bf24cb-b741-46e5-b7fb-4b870e1aeba4,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.979915Z,organization-admin,CREATE,tenant_user,medication-safety-user,创建租户用户 credentialManaged=true,SUCCESS,
37,f98a3b4c-2082-42ea-8bc5-094318accbc2,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.979456Z,organization-admin,CREATE,platform_credential,medication-safety-user,开通成员 username=medication-safety-user role=null,SUCCESS,
36,9e35bdc8-9fa2-4288-8900-9fa051f62185,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.872174Z,organization-admin,CREATE,user_role_assignment,nursing-collaborator,分配用户角色 role=nursing-collaborator scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
35,462cf9c8-47bf-46cf-b178-b7b2b0e6e4a2,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.865864Z,organization-admin,CREATE,tenant_user,nursing-collaborator,创建租户用户 credentialManaged=true,SUCCESS,
34,1fe3809f-a675-4f5a-a3db-b4b37f1bbed5,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.865485Z,organization-admin,CREATE,platform_credential,nursing-collaborator,开通成员 username=nursing-collaborator role=null,SUCCESS,
33,7b857e36-6578-4074-bcd0-f38740382ea8,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.772820Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW35FKGDD88VM8Z7ZG5WDS,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
32,e0384b9e-3ae1-40f9-af1e-870c5b665f03,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.763951Z,organization-admin,CREATE,user_role_assignment,clinical-decision-user,分配用户角色 role=clinical-decision-user scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
31,e030a177-8cf5-4b5e-a909-1860aa78cadf,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.652746Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW35BV7M2ZQCFDKFKKWGP3,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
30,9b2dcf69-67b9-4012-b542-e16892228607,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.754461Z,organization-admin,CREATE,tenant_user,clinical-decision-user,创建租户用户 credentialManaged=true,SUCCESS,
29,6c56334a-76b0-4e0f-bced-dd435f4dbd0e,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.754072Z,organization-admin,CREATE,platform_credential,clinical-decision-user,开通成员 username=clinical-decision-user role=null,SUCCESS,
28,718046e1-a892-4f5b-8c9b-dd35f3686b1b,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.643025Z,organization-admin,CREATE,user_role_assignment,clinical-governor,分配用户角色 role=clinical-governor scope=WARD:01KTXW1HQWV7SZ3G77TX0PETA7,SUCCESS,
27,3380ea5d-8538-4375-a7f3-02626c849465,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.530580Z,organization-admin,PERMISSION_CHANGE,mk_compliance_identity_binding,idb-01KTXW3580XVJT5913JZ8EGJ2Q,绑定外部身份：EMPLOYEE_NO；原因：人员批量导入绑定身份来源,SUCCESS,
26,c84c5a64-c8ef-4f73-a66f-c715420a98d1,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.636997Z,organization-admin,CREATE,tenant_user,clinical-governor,创建租户用户 credentialManaged=true,SUCCESS,
25,f48fee31-4f46-4177-99e2-aee5f9c36071,8de70421-faf7-480b-97ba-27ae815838b6,2026-06-12T12:14:46.636581Z,organization-admin,CREATE,platform_credential,clinical-governor,开通成员 username=clinical-governor role=null,SUCCESS,
